simpleid,ID,CVCL,GDSC,CCLE,GNE,PharmacoGX_ID,SRR,EGAF,EGAN,gCSI_RNA
MOLM13,MOLM-13,CVCL_2119,MOLM-13.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F05_293408,NA,MOLM-13,SRR8616069,NA,NA,NA
MOLM16,MOLM-16,CVCL_2120,MOLM-16.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F06_542882,Unk137,MOLM-16,SRR8616064,NA,NA,587418_1
MOLM6,MOLM-6,CVCL_2122,NA,NA,NA,NA,SRR8616063,NA,NA,NA
MOLP2,MOLP-2,CVCL_2123,NA,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E08_542902,Unk586,MOLP-2,SRR8616066,NA,NA,636115_1
MOLP8,MOLP-8,CVCL_2124,MOLP-8.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F10_490358,Unk397,MOLP-8,SRR8616065,NA,NA,635614_1
MOLT13,MOLT-13,CVCL_1422,MOLT-13.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D12_542920,NA,MOLT-13,SRR8616061,NA,NA,NA
MOLT16,MOLT-16,CVCL_1424,MOLT-16.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E09_490470,NA,MOLT-16,SRR8616060,NA,NA,NA
MOLT3,MOLT-3,CVCL_0624,NA,NA,NA,NA,SRR8615694,NA,NA,NA
MOLT4,MOLT-4,CVCL_0013,MOLT-4.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D04_246688,NA,MOLT-4,NA,EGAF00000864136,EGAN00001266174,NA
MON,MON,CVCL_M846,NA,NA,NA,NA,SRR8615697,NA,NA,NA
MONOMAC1,MONO-MAC-1,CVCL_1425,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E04_578400,NA,Mono-Mac-1,SRR8615695,NA,NA,NA
MONOMAC6,MONO-MAC-6,CVCL_1426,MONO-MAC-6.cel,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_H02_698582,NA,Mono-Mac-6,SRR8615696,NA,NA,NA
MOR,MOR,CVCL_2618,NA,NA,Unk458,NA,NA,NA,NA,636826_1
MORCPR,MOR/CPR,CVCL_2620,NA,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A02_335190,NA,MOR/CPR,SRR8615698,NA,NA,NA
MOT,Mo-T,CVCL_1439,Mo-T.cel,NA,NA,Mo,NA,EGAF00000864137,EGAN00001266175,NA
MOTN1,MOTN-1,CVCL_2127,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G10_698678,NA,MOTN-1,NA,NA,NA,NA
MPP89,MPP-89,CVCL_1427,MPP-89.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G05_464656,NA,MPP 89,SRR8615699,NA,NA,NA
MRKNU1,MRK-nu-1,CVCL_1428,MRK-nu-1.cel,NA,NA,MRK-nu-1,NA,EGAF00000824128,EGAN00001252846,NA
MS1,MS-1,CVCL_1429,MS-1.cel,NA,NA,MS-1 [Human lung carcinoma],NA,EGAF00000769310,EGAN00001236675,NA
MS1L,MS-1-L,CVCL_1429,NA,NA,NA,NA,NA,NA,NA,NA
MS751,MS751,CVCL_4996,MS751.cel,NA,Unk537,MS751,NA,EGAF00000864138,EGAN00001266176,636191_1
MSTO211H,MSTO-211H,CVCL_1430,MSTO-211H.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E06_437254,NA,MSTO-211H,SRR8615700,NA,NA,NA
MT3,MT-3,CVCL_2129,NA,NA,Unk563,NA,NA,NA,NA,636801_1
MUTZ3,MUTZ-3,CVCL_1433,NA,NA,NA,NA,SRR8615701,NA,NA,NA
MUTZ5,MUTZ-5,CVCL_1873,NA,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D05_490416,NA,NA,SRR8615686,NA,NA,NA
MV411,MV-4-11,CVCL_0064,MV-4-11.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G10_246772,Unk142,MV4-11,SRR8615687,NA,NA,587419_1
MX1,MX-1,CVCL_4774,NA,NA,Unk600,NA,NA,NA,NA,635992_1
MYM12,MY-M12,CVCL_3035,MY-M12.cel,NA,NA,MY-M12,NA,EGAF00000864139,EGAN00001266177,NA
MZ1PC,MZ1-PC,CVCL_1434,MZ1-PC.cel,NA,NA,MZ-PC-1,NA,EGAF00000864140,EGAN00001266178,NA
MZ2MEL,MZ2-MEL,CVCL_1435,MZ2-MEL.cel,NA,NA,MZ-MEL-2,NA,EGAF00000824162,EGAN00001252866,NA
MZ7MEL,MZ7-mel,CVCL_1436,MZ7-mel.cel,NA,NA,NA,NA,EGAF00000824163,EGAN00001252867,NA
NALM1,NALM-1,CVCL_0091,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B03_578398,NA,NA,SRR8615314,NA,NA,NA
NALM19,NALM-19,CVCL_1835,NA,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E11_542884,NA,NA,SRR8615318,NA,NA,NA
NALM6,NALM-6,CVCL_0092,NALM-6.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H11_578446,Unk329,NALM-6,SRR8615346,NA,NA,636187_1
NAMALWA,Namalwa,CVCL_0067,NAMALWA.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C05_246666,Unk111,Namalwa,SRR8615345,NA,NA,587623_1
NB1,NB-1,CVCL_1440,NB1.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F10_542910,NA,NB1,SRR8615344,NA,NA,NA
NB10,NB10,CVCL_1441,NB10.cel,NA,NA,NA,NA,EGAF00000864142,EGAN00001266180,NA
NB12,NB12,CVCL_1442,NB12.cel,NA,NA,NA,NA,EGAF00000864143,EGAN00001266181,NA
NB13,NB13,CVCL_1443,NA,NA,NA,NA,NA,EGAF00000864144,EGAN00001266182,NA
NB14,NB14,CVCL_1444,NB14.cel,NA,NA,NA,NA,EGAF00000864145,EGAN00001266183,NA
NB17,NB17,CVCL_1445,NB17.cel,NA,NA,NA,NA,EGAF00000864146,EGAN00001266184,NA
NB4,NB-4,CVCL_0005,NB-4.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B06_490494,NA,NB4,SRR8615343,NA,NA,NA
NB5,NB5,CVCL_8822,NB5.cel,NA,NA,NA,NA,EGAF00000864147,EGAN00001266185,NA
NB6,NB6,CVCL_8823,NB6.cel,NA,NA,NA,NA,EGAF00000864148,EGAN00001266186,NA
NB69,NB69,CVCL_1448,NB69.cel,NA,NA,NB69,NA,EGAF00000864149,EGAN00001266187,NA
NB7,NB7,CVCL_8824,NB7.cel,NA,NA,NA,NA,EGAF00000864150,EGAN00001266188,NA
NBSUSSR,NBsusSR,CVCL_1450,NA,NA,NA,NA,NA,EGAF00000867567,EGAN00001266284,NA
NBTU110,NB_TU_1-10,CVCL_3041,NB_TU_1-10.cel,NA,NA,NB(TU)1,NA,EGAF00000864141,EGAN00001266179,NA
NCC010,NCC010,CVCL_X505,NCC010.cel,NA,NA,NCC010,NA,EGAF00000827262,EGAN00001252868,NA
NCC021,NCC021,CVCL_X506,NCC021.cel,NA,NA,NCC021,NA,EGAF00000824164,EGAN00001252869,NA
NCCIT,NCCIT,CVCL_1451,NCCIT.cel,NA,NA,NCC-IT,NA,EGAF00000864151,EGAN00001266189,NA
NCCSTCK140,NCC-StC-K140,CVCL_3055,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C02_698690,NA,NCC-StC-K140,SRR8615342,NA,NA,NA
NCIH1048,NCI-H1048,CVCL_1453,NCI-H1048.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A11_464610,Unk29,NCI-H1048,SRR8615341,NA,NA,587551_1
NCIH1092,NCI-H1092,CVCL_1454,NCI-H1092.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G12_542958,Unk651,NCI-H1092,SRR8615331,NA,NA,639170_1
NCIH1105,NCI-H1105,CVCL_1455,NCI-H1105.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_B09_542810,NA,NCI-H1105,SRR8615329,NA,NA,NA
NCIH1155,NCI-H1155,CVCL_1456,NCI-H1155.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A09_335204,Unk2,NCI-H1155,SRR8615600,NA,NA,635631_1
NCIH1184,NCI-H1184,CVCL_1458,NA,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B04_464598,NA,NCI-H1184,SRR8615901,NA,NA,NA
NCIH128,NCI-H128,CVCL_1460,NCI-H128.cel,NA,NA,NCI-H128,NA,EGAF00000769311,EGAN00001236676,NA
NCIH1299,NCI-H1299,CVCL_0060,NCI-H1299.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A01_335188,Unk7,NCI-H1299,SRR8615898,NA,NA,635632_1
NCIH1304,NCI-H1304,CVCL_1462,NCI-H1304.cel,NA,NA,NCI-H1304,NA,EGAF00000769312,EGAN00001236677,NA
NCIH1339,NCI-H1339,CVCL_A472,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F01_698604,NA,NCI-H1339,SRR8615899,NA,NA,NA
NCIH1341,NCI-H1341,CVCL_1463,NCI-H1341.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G08_437374,NA,NCI-H1341,SRR8615904,NA,NA,NA
NCIH1355,NCI-H1355,CVCL_1464,NCI-H1355.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C04_437326,NA,NCI-H1355,SRR8615905,NA,NA,587534_1
NCIH1373,NCI-H1373,CVCL_1465,NA,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D05_464546,NA,NCI-H1373,SRR8615612,NA,NA,587535_1
NCIH1385,NCI-H1385,CVCL_1466,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F10_698740,NA,NCI-H1385,SRR8615616,NA,NA,NA
NCIH1395,NCI-H1395,CVCL_1467,NCI-H1395.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A10_437334,Unk546,NCI-H1395,SRR8615945,NA,NA,636845_1
NCIH1417,NCI-H1417,CVCL_1469,NCI-H1417.cel,NA,NA,NCI-H1417,NA,EGAF00000769313,EGAN00001236678,NA
NCIH1435,NCI-H1435,CVCL_1470,NCI-H1435.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D03_464550,Unk42,NCI-H1435,SRR8615589,NA,NA,587554_1
NCIH1436,NCI-H1436,CVCL_1471,NCI-H1436.cel,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E10_698730,NA,NCI-H1436,SRR8615946,NA,NA,NA
NCIH1437,NCI-H1437,CVCL_1472,NCI-H1437.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E05_335292,Unk274,NCI-H1437,SRR8615944,NA,NA,636069_1
NCIH146,NCI-H146,CVCL_1473,NCI-H146.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D01_335260,Unk606,NCI-H146,SRR8616188,NA,NA,636136_1
NCIH1563,NCI-H1563,CVCL_1475,ega-box-03_NCI-H1563.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C11_335256,NA,NCI-H1563,SRR8616187,NA,NA,NA
NCIH1568,NCI-H1568,CVCL_1476,NCI-H1568.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C08_335250,Unk43,NCI-H1568,SRR8616190,NA,NA,587556_1
NCIH1573,NCI-H1573,CVCL_1478,NCI-H1573.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B08_437530,NA,NCI-H1573,SRR8616189,NA,NA,587536_1
NCIH1581,NCI-H1581,CVCL_1479,NCI-H1581.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B07_335224,Unk608,NCI-H1581,SRR8616192,NA,NA,636199_1
NCIH1618,NCI-H1618,CVCL_1480,NA,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G01_464678,NA,NCI-H1618,SRR8616191,NA,NA,NA
NCIH1623,NCI-H1623,CVCL_1481,NCI-H1623.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F12_464672,Unk338,NCI-H1623,SRR8616062,NA,NA,636772_1
NCIH1648,NCI-H1648,CVCL_1482,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F05_437444,Unk583,NCI-H1648,SRR8615954,NA,NA,636824_1
NCIH1650,NCI-H1650,CVCL_1483,NCI-H1650.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B06_410890,Unk44,NCI-H1650,SRR8615987,NA,NA,587557_1
NCIH1651,NCI-H1651,CVCL_1484,NCI-H1651.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F04_437200,Unk340,NCI-H1651,SRR8615988,NA,NA,636823_1
NCIH1666,NCI-H1666,CVCL_1485,NCI-H1666.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F03_437202,Unk69,NCI-H1666,SRR8615989,NA,NA,587559_1
NCIH1688,NCI-H1688,CVCL_1487,NCI-H1688.cel,NA,NA,NCI-H1688,NA,EGAF00000769314,EGAN00001236679,NA
NCIH1693,NCI-H1693,CVCL_1488,NCI-H1693.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F07_437440,NA,NCI-H1693,SRR8615990,NA,NA,587537_1
NCIH1694,NCI-H1694,CVCL_1489,NCI-H1694.cel,SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_E06_592982,NA,NCI-H1694,SRR8615983,NA,NA,NA
NCIH1703,NCI-H1703,CVCL_1490,NCI-H1703.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B05_335220,Unk399,NCI-H1703,SRR8615984,NA,NA,635633_1
NCIH1734,NCI-H1734,CVCL_1491,NCI-H1734.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E11_437256,Unk313,NCI-H1734,SRR8615985,NA,NA,636771_1
NCIH1755,NCI-H1755,CVCL_1492,NCI-H1755.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C12_464556,NA,NCI-H1755,SRR8615986,NA,NA,NA
NCIH1770,NCI-H1770,CVCL_1493,NCI-H1770.cel,NA,NA,NCI-H1770,NA,EGAF00000769315,EGAN00001236680,588234_1
NCIH1781,NCI-H1781,CVCL_1494,NCI-H1781.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C03_335240,Unk400,NCI-H1781,SRR8615979,NA,NA,635634_1
NCIH1792,NCI-H1792,CVCL_1495,NCI-H1792.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F01_335308,NA,NCI-H1792,SRR8615980,NA,NA,587538_1
NCIH1793,NCI-H1793,CVCL_1496,NCI-H1793.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B12_411058,Unk70,NCI-H1793,SRR8615611,NA,NA,587563_1
NCIH1819,NCI-H1819,CVCL_1497,NA,NA,NA,NA,SRR8615610,NA,NA,NA
NCIH1836,NCI-H1836,CVCL_1498,ega-box-03_NCI-H1836.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H10_464632,NA,NCI-H1836,SRR8615609,EGAF00000769316,EGAN00001236681,NA
NCIH1838,NCI-H1838,CVCL_1499,NCI-H1838.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A03_464626,Unk71,NCI-H1838,SRR8615608,NA,NA,587564_1
NCIH1869,NCI-H1869,CVCL_1500,NCI-H1869.cel,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G02_698552,Unk339,NCI-H1869,SRR8615615,NA,NA,636770_1
NCIH187,NCI-H187,CVCL_1501,NCI-H187.cel,NA,Unk341,NCI-H187,NA,EGAF00000769317,EGAN00001236682,636819_1
NCIH1876,NCI-H1876,CVCL_1503,NCI-H1876.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C10_542954,NA,NCI-H1876,SRR8615614,NA,NA,NA
NCIH1882,NCI-H1882,CVCL_1504,NA,NA,Unk618,NA,NA,NA,NA,639171_1
NCIH1915,NCI-H1915,CVCL_1505,NCI-H1915.cel,SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B02_592946,Unk561,NCI-H1915,SRR8615613,NA,NA,636445_1
NCIH1930,NCI-H1930,CVCL_1507,NA,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D09_464716,Unk523,NA,SRR8615764,NA,NA,636809_1
NCIH1944,NCI-H1944,CVCL_1508,NCI-H1944.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C10_464560,Unk85,NCI-H1944,SRR8615603,NA,NA,587565_1
NCIH196,NCI-H196,CVCL_1509,NCI-H196.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C01_256050,Unk256,NCI-H196,SRR8615261,NA,NA,636811_1
NCIH1963,NCI-H1963,CVCL_1510,NCI-H1963.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E05_256106,NA,NCI-H1963,SRR8615602,NA,NA,NA
NCIH1975,NCI-H1975,CVCL_1511,NCI-H1975.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B05_256034,Unk401,NCI-H1975,SRR8615260,NA,NA,635635_1
NCIH1993,NCI-H1993,CVCL_1512,NCI-H1993.cel,NA,NA,NCI-H1993,NA,EGAF00000769318,EGAN00001236683,NA
NCIH2004RT,NCI-H2004RT,CVCL_WS70,NA,NA,NA,NA,SRR8615259,NA,NA,NA
NCIH2009,NCI-H2009,CVCL_1514,NCI-H2009.cel,SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A12_592882,Unk402,NCI-H2009,SRR8615258,NA,NA,635636_1
NCIH2023,NCI-H2023,CVCL_1515,NCI-H2023.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F09_464670,Unk345,NCI-H2023,SRR8615257,NA,NA,636750_1
NCIH2029,NCI-H2029,CVCL_1516,NCI-H2029.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E10_437262,NA,NCI-H2029,SRR8615256,NA,NA,NA
NCIH2030,NCI-H2030,CVCL_1517,NCI-H2030.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G06_246764,Unk86,NCI-H2030,SRR8615255,NA,NA,587569_1
NCIH2052,NCI-H2052,CVCL_1518,NCI-H2052.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C03_437324,Unk335,NCI-H2052,SRR8615254,NA,NA,636862_1
NCIH2066,NCI-H2066,CVCL_1520,NCI-H2066.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F07_437210,NA,NCI-H2066,SRR8615253,NA,NA,NA
NCIH2073,NCI-H2073,CVCL_1521,NA,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H02_464642,Unk6,NA,SRR8615252,NA,NA,635637_1
NCIH2081,NCI-H2081,CVCL_1522,NCI-H2081.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C01_542960,Unk623,NCI-H2081,SRR8615601,NA,NA,639172_1
NCIH2085,NCI-H2085,CVCL_1523,NCI-H2085.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B12_464582,NA,NCI-H2085,SRR8615796,NA,NA,NA
NCIH2087,NCI-H2087,CVCL_1524,NCI-H2087.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D08_437292,NA,NCI-H2087,SRR8615802,NA,NA,NA
NCIH209,NCI-H209,CVCL_1525,NCI-H209.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D07_256086,Unk525,NCI-H209,SRR8615604,NA,NA,636769_1
NCIH2106,NCI-H2106,CVCL_1526,NA,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E12_437258,Unk87,NCI-H2106,SRR8615605,NA,NA,587571_1
NCIH211,NCI-H211,CVCL_1529,NCI-H211.cel,NA,NA,NCI-H211,SRR8615607,NA,NA,NA
NCIH2110,NCI-H2110,CVCL_1530,NCI-H2110.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B05_578308,Unk306,NCI-H2110,SRR8615606,NA,NA,636137_1
NCIH2122,NCI-H2122,CVCL_1531,NCI-H2122.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C03_246662,Unk389,NCI-H2122,SRR8615813,NA,NA,635638_1
NCIH2126,NCI-H2126,CVCL_1532,NCI-H2126.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G09_542892,Unk442,NCI-H2126,SRR8615814,NA,NA,635639_1
NCIH2135,NCI-H2135,CVCL_1533,NCI-H2135.cel,NA,Unk347,NCI-H2135,NA,EGAF00000773572,EGAN00001236684,636860_1
NCIH2141,NCI-H2141,CVCL_1534,ega-box-03_NCI-H2141.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A01_542800,NA,NCI-H2141,NA,EGAF00000773573,EGAN00001236685,NA
NCIH2170,NCI-H2170,CVCL_1535,NCI-H2170.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G02_256148,Unk346,NCI-H2170,SRR8616108,NA,NA,636138_1
NCIH2171,NCI-H2171,CVCL_1536,NCI-H2171.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D03_246686,Unk524,NCI-H2171,SRR8616107,NA,NA,636810_1
NCIH2172,NCI-H2172,CVCL_1537,NCI-H2172.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A12_335210,Unk668,NCI-H2172,SRR8616110,NA,NA,639173_1
NCIH2196,NCI-H2196,CVCL_1539,NCI-H2196.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F08_293414,Unk666,NCI-H2196,SRR8616109,NA,NA,639174_1
NCIH2198,NCI-H2198,CVCL_1540,NA,NA,Unk625,NA,NA,NA,NA,639175_1
NCIH2227,NCI-H2227,CVCL_1542,NCI-H2227.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A02_437560,NA,NCI-H2227,SRR8616112,NA,NA,NA
NCIH2228,NCI-H2228,CVCL_1543,NCI-H2228.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D06_256084,Unk508,NCI-H2228,SRR8616111,NA,NA,635640_1
NCIH226,NCI-H226,CVCL_1544,NCI-H226.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F02_437454,Unk8,NCI-H226,SRR8616114,NA,NA,635641_1
NCIH2286,NCI-H2286,CVCL_1545,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G04_578292,NA,NCI-H2286,SRR8616113,NA,NA,NA
NCIH2291,NCI-H2291,CVCL_1546,NCI-H2291.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G04_437224,NA,NCI-H2291,SRR8616106,NA,NA,NA
NCIH23,NCI-H23,CVCL_1547,NCI-H23.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E03_437410,Unk96,NCI-H23,SRR8615538,NA,NA,587577_1
NCIH2342,NCI-H2342,CVCL_1549,NCI-H2342.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G02_437228,NA,NCI-H2342,SRR8616105,NA,NA,NA
NCIH2347,NCI-H2347,CVCL_1550,NCI-H2347.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F01_437206,Unk258,NCI-H2347,SRR8615537,NA,NA,636802_1
NCIH2369,NCI-H2369,CVCL_A532,NA,NA,Unk354,NCI-H2369,NA,NA,NA,636763_1
NCIH2373,NCI-H2373,CVCL_A533,NA,NA,Unk334,NCI-H2373,NA,NA,NA,636766_1
NCIH2405,NCI-H2405,CVCL_1551,NCI-H2405.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B11_578340,NA,NCI-H2405,SRR8615535,NA,NA,NA
NCIH2444,NCI-H2444,CVCL_1552,NCI-H2444.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F09_256138,NA,NCI-H2444,SRR8615536,NA,NA,NA
NCIH2452,NCI-H2452,CVCL_1553,NCI-H2452.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B02_437542,Unk336,NCI-H2452,SRR8615541,NA,NA,636767_1
NCIH2461,NCI-H2461,CVCL_A536,NA,NA,Unk333,NCI-H2461,NA,EGAF00000660852,EGAN00001202155,636768_1
NCIH250,NCI-H250,CVCL_1554,NA,NA,NA,NA,NA,EGAF00000773574,EGAN00001236686,NA
NCIH2595,NCI-H2595,CVCL_A545,NA,NA,Unk255,NCI-H2595,NA,NA,NA,636764_1
NCIH2596,NCI-H2596,NA,NA,NA,NA,NA,NA,NA,NA,639189_1
NCIH2722,NCI-H2722,CVCL_U994,NA,NA,Unk376,NCI-H2722,NA,NA,NA,636804_1
NCIH2731,NCI-H2731,CVCL_U995,NA,NA,NA,NCI-H2731,NA,NA,NA,NA
NCIH2795,NCI-H2795,CVCL_U996,NA,NA,Unk630,NCI-H2795,NA,NA,NA,639190_1
NCIH28,NCI-H28,CVCL_1555,NCI-H28.cel,SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C07_592884,Unk353,NCI-H28,SRR8615540,NA,NA,636765_1
NCIH2803,NCI-H2803,CVCL_U997,NA,NA,Unk355,NCI-H2803,NA,NA,NA,636803_1
NCIH2804,NCI-H2804,CVCL_U998,NA,NA,Unk374,NCI-H2804,NA,NA,NA,636805_1
NCIH2810,NCI-H2810,CVCL_U999,NA,NA,Unk312,NCI-H2810,NA,NA,NA,636852_1
NCIH2882,NCI-H2882,CVCL_5158,NA,NA,NA,NA,SRR8615542,NA,NA,NA
NCIH2887,NCI-H2887,CVCL_5159,NA,NA,NA,NA,SRR8615539,NA,NA,NA
NCIH292,NCI-H292,CVCL_0455,NCI-H292.cel,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E04_698570,Unk390,NCI-H292,SRR8615529,NA,NA,635642_1
NCIH3122,NCI-H3122,CVCL_5160,NCI-H3122.cel,NA,NA,NCI-H3122,SRR8615530,EGAF00000773575,EGAN00001236687,NA
NCIH322,NCI-H322,CVCL_1556,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A09_437570,NA,NCI-H322,SRR8615807,NA,NA,NA
NCIH322M,NCI-H322M,CVCL_1557,NCI-H322M.cel,NA,NA,NCI-H322M,NA,NA,NA,NA
NCIH322T,NCI-H322T,CVCL_1556,NA,NA,Unk348,NA,NA,NA,NA,636070_1
NCIH3255,NCI-H3255,CVCL_6831,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C12_780296,NA,NCI-H3255,SRR8615806,NA,NA,NA
NCIH345,NCI-H345,CVCL_1558,NCI-H345.cel,NA,Unk526,NCI-H345,NA,EGAF00000773576,EGAN00001236688,636846_1
NCIH358,NCI-H358,CVCL_1559,NCI-H358.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C10_335254,Unk3,NCI-H358,SRR8615805,NA,NA,635643_1
NCIH378,NCI-H378,CVCL_1560,NCI-H378.cel,NA,NA,NCI-H378,NA,EGAF00000773577,EGAN00001236689,NA
NCIH441,NCI-H441,CVCL_1561,NCI-H441.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B07_293316,Unk610,NCI-H441,SRR8615804,NA,NA,635644_1
